gérer	gérer	V
le	le	D
système	système	N
de	de	P
santé	santé	N
.	.	PONCT

Ironie	ironie	N
du	du	P+D
sort	sort	N
,	,	PONCT
chacun	chacun	PRO
s'	se	CL
attend	attendre	V
à	à	P
ce	ce	PRO
que	que	PRO
le	le	D
Conseil	conseil	N
d'	de	P
Etat	état	N
annule	annuler	V
dans_les_prochains_jours	dans_les_prochains_jours	ADV
la	le	D
convention	convention	N
médicale	médical	A
de	de	P
1989	1989	N
négociée	négocier	V
par	par	P
l'	le	D
assurance_-_maladie	assurance-maladie	N
et	et	C
les	le	D
médecins	médecin	N
...	...	PONCT

M.	m.	N
Teulade	Teulade	N
peut	pouvoir	V
,	,	PONCT
à_juste_titre	à_juste_titre	ADV
,	,	PONCT
considérer	considérer	V
que	que	C
"	"	PONCT
la	le	D
crédibilité	crédibilité	N
du	de	P+D
système	système	N
conventionnel	conventionnel	A
est	être	V
en_jeu	en_jeu	ADV
"	"	PONCT
.	.	PONCT

Mais	mais	C
on	on	CL
voit	voir	V
mal	mal	ADV
comment	comment	C
il	il	CL
pourra	pouvoir	V
amener	amener	V
ses	son	D
interlocuteurs	interlocuteur	N
à	à	P
"	"	PONCT
clarifier	clarifier	V
leurs	son	D
positions	position	N
"	"	PONCT
et	et	C
à	à	P
"	"	PONCT
fortifier	fortifier	V
leurs	son	D
signatures	signature	N
"	"	PONCT
.	.	PONCT

En_dépit_des	en_dépit_de	P
mesures	mesure	N
de	de	P
rétorsion	rétorsion	N
(	)	PONCT
gel	gel	N
de	de	P
la	le	D
revalorisation	revalorisation	N
de	de	P
la	le	D
tarification	tarification	N
de	de	P
la	le	D
visite	visite	N
à_domicile	à_domicile	ADV
des	de	P+D
médecins	médecin	N
et	et	C
des	de	P+D
petits	petit	A
actes	acte	N
chirurgicaux	chirurgical	A
)	(	PONCT
ou	ou	C
des	de	P+D
menaces	menace	N
à_peine	à_peine	ADV
voilées	voilé	A
(	)	PONCT
sanctions	sanction	N
contre	contre	P
les	le	D
praticiens	praticien	N
coupables	coupable	A
de	de	P
dépassements	dépassement	N
"	"	PONCT
sauvages	sauvage	A
"	"	PONCT
d'	de	P
honoraires	honoraires	N
,	,	PONCT
augmentation	augmentation	N
des	de	P+D
cotisations	cotisation	N
de	de	P
retraite	retraite	N
des	de	P+D
médecins	médecin	N
)	(	PONCT
,	,	PONCT
il	il	CL
n'	ne	ADV
impose	imposer	V
aucune	aucun	D
véritable	véritable	A
date	date	N
-	-	PONCT
butoir	butoir	N
.	.	PONCT

D'_autre_part	d'autre_part	ADV
,	,	PONCT
à	à	P
neuf	neuf	D
mois	mois	N
des	de	P+D
élections	élection	N
législatives	législatif	A
,	,	PONCT
comment	comment	ADV
un	un	D
premier	premier	A
ministre	ministre	N
dont	dont	PRO
la	le	D
préoccupation	préoccupation	N
majeure	majeur	A
dans	dans	P
le	le	D
domaine	domaine	N
social	social	A
aura	avoir	V
été	être	V
d'	de	P
enterrer	enterrer	V
les	le	D
projets	projet	N
de	de	P
réforme	réforme	N
-	-	PONCT
qu'	que	C
il	il	CL
s'	se	CL
agisse	agir	V
des	de	P+D
retraites	retraite	N
,	,	PONCT
de	de	P
la	le	D
dépendance	dépendance	N
des	de	P+D
personnes	personne	N
âgées	âgé	A
ou	ou	C
du	de	P+D
travail	travail	N
du	de	P+D
dimanche	dimanche	N
-	-	PONCT
peut	pouvoir	V
-il	il	CL
prétendre	prétendre	V
exercer	exercer	V
une	un	D
pression	pression	N
efficace	efficace	A
?	?	PONCT

Il	il	CL
n'	ne	ADV
est	être	V
pas	pas	ADV
surprenant	surprenant	A
que	que	C
les	le	D
syndicats	syndicat	N
médicaux	médical	A
et	et	C
l'	le	D
opposition	opposition	N
assimilent	assimiler	V
d'_ores_et_déjà	d'ores_et_déjà	ADV
le	le	D
retrait	retrait	N
du	de	P+D
projet	projet	N
de	de	P
loi	loi	N
à	à	P
une	un	D
capitulation	capitulation	N
en_rase_campagne	en_rase_campagne	ADV
.	.	PONCT

Pourtant	pourtant	ADV
,	,	PONCT
ce	ce	D
"	"	PONCT
jet	jet	N
de	de	P
l'	le	D
éponge	éponge	N
"	"	PONCT
est	être	V
doublement	doublement	ADV
paradoxal	paradoxal	A
.	.	PONCT

D'_abord	d'abord	P
,	,	PONCT
parce_que	parce_que	C
l'	le	D
insistance	insistance	N
de	de	P
M.	m.	N
Teulade	Teulade	N
et	et	C
de	de	P
son	son	D
prédécesseur	prédécesseur	N
,	,	PONCT
M.	m.	N
Jean_-_Louis	Jean-louis	N
Bianco	Bianco	N
,	,	PONCT
à	à	P
plaider	plaider	V
la	le	D
cause	cause	N
de	de	P
la	le	D
rationalisation	rationalisation	N
du	de	P+D
système	système	N
de	de	P
santé	santé	N
commençait	commencer	V
à	à	P
porter	porter	V
ses	son	D
fruits	fruit	N
.	.	PONCT

Sur	sur	P
les	le	D
douze	douze	A
derniers	dernier	A
mois	mois	N
,	,	PONCT
les	le	D
dépenses	dépense	N
de	de	P
santé	santé	N
n'	ne	ADV
ont	avoir	V
progressé	progresser	V
que	que	ADV
de	de	P
5	5	D
%	%	N
alors_que	alors_que	C
leur	son	D
croissance	croissance	N
variait	varier	V
entre	entre	P
6	6	D
%	%	N
et	et	C
9	9	D
%	%	N
ces	ce	D
trois	trois	A
dernières	dernier	A
années	année	N
.	.	PONCT

En	en	P
second	second	A
lieu	lieu	N
,	,	PONCT
les	le	D
répercussions	répercussion	N
du	de	P+D
ralentissement	ralentissement	N
économique	économique	A
et	et	C
de	de	P
la	le	D
montée	montée	N
du	de	P+D
chômage	chômage	N
sur	sur	P
les	le	D
rentrées	rentrée	N
de	de	P
cotisations	cotisation	N
,	,	PONCT
qui	qui	PRO
vont	aller	V
se	se	CL
traduire	traduire	V
dans_les_prochains_jours	dans_les_prochains_jours	ADV
par	par	P
un	un	D
découvert	découvert	N
de	de	P
30	30	D
milliards	milliard	N
de	de	P
francs	franc	N
de	de	P
la	le	D
trésorerie	trésorerie	N
de	de	P
la	le	D
"	"	PONCT
Sécu	Sécu	N
"	"	PONCT
,	,	PONCT
justifient	justifier	V
encore	encore	ADV
davantage	davantage	ADV
une	un	D
maîtrise	maîtrise	N
durable	durable	A
des	de	P+D
dépenses	dépense	N
.	.	PONCT

La	le	D
Caisse	caisse	N
nationale	national	A
d'	de	P
assurance_-_maladie	assurance-maladie	N
vient	venir	V
d'_ailleurs	d'ailleurs	ADV
de	de	P
mettre	mettre	V
au	au	P+D
point	point	N
un	un	D
dispositif	dispositif	N
retardant	retarder	V
de	de	P
quatre	quatre	D
jours	jour	N
le	le	D
délai	délai	N
de	de	P
remboursement	remboursement	N
des	de	P+D
assurés	assuré	N
.	.	PONCT

Cette	ce	D
mesure	mesure	N
,	,	PONCT
qui	qui	PRO
pourrait	pouvoir	V
être	être	V
appliquée	appliquer	V
dans	dans	P
les	le	D
prochaines	prochain	A
semaines	semaine	N
,	,	PONCT
permettrait	permettre	V
d'	de	P
économiser	économiser	V
quelque	quelque	D
4	4	A
milliards	milliard	N
de	de	P
francs	franc	N
.	.	PONCT

C'_est_-_à_-_dire	c'est-à-dire	C
à_peine	à_peine	ADV
plus	plus	ADV
que	que	C
ce	ce	PRO
que	que	PRO
coûteront	coûter	V
les	le	D
mesures	mesure	N
d'	de	P
accompagnement	accompagnement	N
(	)	PONCT
dont	dont	PRO
le	le	D
relèvement	relèvement	N
de	de	P
10	10	D
francs	franc	N
du	de	P+D
tarif	tarif	N
de	de	P
la	le	D
consultation	consultation	N
)	(	PONCT
accordées	accorder	V
aux	à	P+D
médecins	médecin	N
comme	comme	P
une	un	D
"	"	PONCT
contrepartie	contrepartie	N
"	"	PONCT
à	à	P
l'	le	D
application	application	N
de	de	P
la	le	D
loi	loi	N
sur	sur	P
la	le	D
maîtrise	maîtrise	N
des	de	P+D
dépenses	dépense	N
de	de	P
santé	santé	N
...	...	PONCT

A	à	P
quelques	quelque	D
jours	jour	N
du	de	P+D
sommet	sommet	N
des	de	P+D
sept	sept	A
grands	grand	A
pays	pays	N
industrialisés	industrialisé	A
,	,	PONCT
du	de	P+D
6	6	A
au	à	P+D
8	8	A
juillet	juillet	N
à	à	P
Munich	Munich	N
,	,	PONCT
nous	il	CL
poursuivons	poursuivre	V
la	le	D
radioscopie	radioscopie	N
de	de	P
la	le	D
situation	situation	N
économique	économique	A
des	de	P+D
pays	pays	N
riches	riche	A
(	)	PONCT
le	le	D
monde	monde	N
des	de	P+D
30	30	A
juin	juin	N
,	,	PONCT
1	1	A
et	et	C
2	2	A
juillet	juillet	N
)	(	PONCT
.	.	PONCT

Après	après	P
le	le	D
Japon	Japon	N
,	,	PONCT
l'	le	D
Allemagne	ALLEMAGNE	N
et	et	C
la	le	D
Grande_-_Bretagne	Grande-bretagne	N
,	,	PONCT
nous	il	CL
évoquons	évoquer	V
les	le	D
difficultés	difficulté	N
de	de	P
l'	le	D
Italie	ITALIE	N
,	,	PONCT
qui	qui	PRO
connaît	connaître	V
une	un	D
véritable	véritable	A
"	"	PONCT
crise	crise	N
de	de	P
confiance	confiance	N
"	"	PONCT
.	.	PONCT

ROME	ROME	N
de	de	P
notre	son	D
correspondante	correspondant	N

"	"	PONCT
Il	il	CL
n'	ne	ADV
y	y	CL
aura	avoir	V
ni	ni	C
sang	sang	N
ni	ni	C
larmes	larme	N
,	,	PONCT
mais	mais	C
un	un	D
travail	travail	N
de	de	P
chaque	chaque	D
jour	jour	N
:	:	PONCT
d'_autres	d'autres	PRO
l'	il	CL
ont	avoir	V
fait	faire	V
avant	avant	P
nous	nous	PRO
,	,	PONCT
nous	nous	CL
pouvons	pouvoir	V
et	et	C
nous	nous	CL
devons	devoir	V
le	le	CL
faire	faire	V
.	.	PONCT

"	"	PONCT
Au	à	P+D
lendemain	lendemain	N
de	de	P
la	le	D
signature	signature	N
du	de	P+D
traité	traité	N
de	de	P
Maastricht	Maastricht	N
,	,	PONCT
l'	le	D
optimisme	optimisme	N
résolument	résolument	ADV
affiché	afficher	V
par	par	P
M.	m.	N
Guido	Guido	N
Carli	Carli	N
,	,	PONCT
le	le	D
ministre	ministre	N
du	de	P+D
trésor	trésor	N
,	,	PONCT
résonnait	résonner	V
comme	comme	P
une	un	D
profession	profession	N
de	de	P
foi	foi	N
d'	de	P
autant	autant	ADV
plus	plus	ADV
indispensable	indispensable	A
qu'	que	C
à_l'_heure_de	à_l'heure_de	P
la	le	D
mise	mise	N
en	en	P
chantier	chantier	N
de	de	P
la	le	D
contraignante	contraignant	A
union	union	N
économique	économique	A
et	et	C
monétaire	monétaire	A
européenne	européen	A
,	,	PONCT
l'	le	D
Italie	ITALIE	N
,	,	PONCT
désormais	désormais	ADV
handicapée	handicaper	V
par	par	P
un	un	D
déficit	déficit	N
énorme	énorme	A
,	,	PONCT
une	un	D
inflation	inflation	N
non	non	ADV
jugulée	juguler	V
et	et	C
une	un	D
véritable	véritable	A
dérive	dérive	N
de	de	P
ses	son	D
finances	finance	N
publiques	public	A
,	,	PONCT
fait	faire	V
chaque	chaque	D
jour	jour	N
davantage	davantage	ADV
figure	figure	N
de	de	P
"	"	PONCT
mauvais	mauvais	A
élève	élève	N
"	"	PONCT
.	.	PONCT

Le	le	D
"	"	PONCT
miracle	miracle	N
italien	italien	A
"	"	PONCT
du	de	P+D
milieu	milieu	N
des	de	P+D
années	année	N
80	80	A
,	,	PONCT
avec	avec	P
une	un	D
croissance	croissance	N
soutenue	soutenu	A
de	de	P
2	2	D
%	%	N
par	par	P
an	an	N
,	,	PONCT
des	un	D
PME	PME	N
conquérantes	conquérant	A
et	et	C
des	un	D
condottieri	condottiere	N
du	de	P+D
néocapitalisme	néocapitalisme	N
en	en	P
embuscade	embuscade	N
sur	sur	P
les	le	D
marchés	marché	N
européens	européen	A
,	,	PONCT
semble	sembler	V
déjà	déjà	ADV
bien	bien	ADV
lointain	lointain	A
.	.	PONCT

L'	le	D
admiration	admiration	N
,	,	PONCT
sinon	sinon	C
la	le	D
confiance	confiance	N
,	,	PONCT
se	se	CL
sont	être	V
émoussées	émousser	V
-	-	PONCT
la	le	D
péninsule	péninsule	N
inquiète	inquiéter	V
-	-	PONCT
et	et	C
sa	son	D
capacité	capacité	N
à	à	P
se	se	CL
régénérer	régénérer	V
,	,	PONCT
pour	pour	P
s'	se	CL
adapter	adapter	V
aux	à	P+D
exigences	exigence	N
communautaires	communautaire	A
,	,	PONCT
fait	faire	V
douter	douter	V
.	.	PONCT

Conscients	conscient	A
toutefois	toutefois	ADV
que	que	C
l'	le	D
Europe	Europe	N
sans	sans	P
l'	le	D
Italie	ITALIE	N
n'	ne	ADV
aurait	avoir	V
pas	pas	ADV
de	de	P
sens	sens	N
,	,	PONCT
ses	son	D
partenaires	partenaire	N
,	,	PONCT
las	las	A
des	de	P+D
atermoiements	atermoiement	N
et	et	C
des	de	P+D
expédients	expédient	N
des	de	P+D
gouvernements	gouvernement	N
qui	qui	PRO
se	se	CL
sont	être	V
succédé	succéder	V
à	à	P
Rome	ROME	N
,	,	PONCT
en	en	CL
viennent	venir	V
à	à	P
miser	miser	V
plus	plus	ADV
sûrement	sûrement	ADV
sur	sur	P
les	le	D
pressions	pression	N
extérieures	extérieur	A
et	et	C
l'	le	D
effet	effet	N
"	"	PONCT
correcteur	correcteur	A
"	"	PONCT
de	de	P
Maastricht	Maastricht	N
pour_que	pour_que	C
l'	le	D
Italie	ITALIE	N
retrouve	retrouver	V
une	un	D
croissance	croissance	N
forte	fort	A
et	et	C
durable	durable	A
.	.	PONCT

A	à	P
preuve	preuve	N
,	,	PONCT
si	si	C
besoin	besoin	N
était	être	V
,	,	PONCT
de	de	P
cette	ce	D
"	"	PONCT
crise	crise	N
de	de	P
confiance	confiance	N
"	"	PONCT
,	,	PONCT
le	le	D
mouvement	mouvement	N
de	de	P
vente	vente	N
des	de	P+D
titres	titre	N
d'	de	P
Etat	état	N
italiens	italien	A
par	par	P
les	le	D
investisseurs	investisseur	N
étrangers	étranger	A
qui	qui	PRO
a	avoir	V
suivi	suivre	V
le	le	D
"	"	PONCT
non	non	I
"	"	PONCT
du	de	P+D
référendum	référendum	N
danois	danois	A
sur	sur	P
l'	le	D
Europe	Europe	N
,	,	PONCT
tandis_que	tandis_que	C
la	le	D
lire	lire	N
et	et	C
la	le	D
Bourse	bourse	N
de	de	P
Milan	Milan	N
accusaient	accuser	V
immédiatement	immédiatement	ADV
le	le	D
coup	coup	N
.	.	PONCT

Grèves	grève	N
-	-	PONCT
la	le	D
dernière_en_date	dernier_en_date	N
,	,	PONCT
celle	celui	PRO
des	de	P+D
transports	transport	N
,	,	PONCT
a	avoir	V
paralysé	paralyser	V
Rome	ROME	N
une	un	D
partie	partie	N
de	de	P
la	le	D
journée	journée	N
du	de	P+D
mercredi	mercredi	N
24	24	A
juin	juin	N
,	,	PONCT
-	-	PONCT
baisse	baisse	N
de	de	P
la	le	D
production	production	N
industrielle	industriel	A
,	,	PONCT
scandales	scandale	N
dans	dans	P
les	le	D
milieux	milieu	N
politico	politico	ET
-	-	PONCT
financiers	financier	A
de	de	P
l'	le	D
ancienne	ancien	A
place	place	N
forte	fort	A
milanaise	milanais	A
,	,	PONCT
menaces	menace	N
sur	sur	P
la	le	D
lire	lire	N
,	,	PONCT
grognes	grogne	N
et	et	C
malaises	malaise	N
en	en	P
tous	tout	D
genres	genre	N
,	,	PONCT
le	le	D
tout	tout	N
agité	agiter	V
par	par	P
une	un	D
classe	classe	N
politique	politique	A
en	en	P
pleine	plein	A
déliquescence	déliquescence	N
qui	qui	PRO
a	avoir	V
eu	avoir	V
bien	bien	ADV
du	du	D
mal	mal	N
à	à	P
accoucher	accoucher	V
d'	de	P
un	un	D
gouvernement	gouvernement	N
,	,	PONCT
après	après	P
quatre	quatre	D
mois	mois	N
de	de	P
"	"	PONCT
vide	vide	N
"	"	PONCT
quasi	quasi	ADV
absolu	absolu	A
aux	à	P+D
rênes	rêne	N
de	de	P
l'	le	D
Etat	état	N
:	:	PONCT
en_surface	en_surface	ADV
au_moins	au_moins	ADV
,	,	PONCT
la	le	D
situation	situation	N
ne	ne	ADV
semble	sembler	V
guère	guère	ADV
brillante	brillant	A
.	.	PONCT

Sur	sur	P
la	le	D
lancée	lancée	N
des	de	P+D
belles	beau	A
années	année	N

Et	et	C
pourtant	pourtant	ADV
,	,	PONCT
à	à	P
y	y	CL
regarder	regarder	V
de_plus_près	de_plus_près	ADV
,	,	PONCT
le	le	D
bilan	bilan	N
n'	ne	ADV
est	être	V
peut_-_être	peut-être	ADV
pas	pas	ADV
aussi	aussi	ADV
sombre	sombre	A
.	.	PONCT

En_tout_cas	en_tout_cas	ADV
est	être	V
-il	il	CL
plus	plus	ADV
nuancé	nuancé	A
.	.	PONCT

"	"	PONCT
N'	ne	ADV
exagérons	exagérer	V
pas	pas	ADV
!	!	PONCT
"	"	PONCT
,	,	PONCT
répond	répondre	V
d'_ailleurs	d'ailleurs	ADV
invariablement	invariablement	ADV
M.	m.	N
Carlo	Carlo	N
Azeglio	Azeglio	N
Ciampi	Ciampi	N
,	,	PONCT
le	le	D
gouverneur	gouverneur	N
de	de	P
l'	le	D
omnipuissante	omnipuissante	A
Banque	banque	N
d'	de	P
Italie	ITALIE	N
,	,	PONCT
qui	qui	PRO
,	,	PONCT
bien	bien	ADV
au_-_delà_des	au-delà_de	P
compétences	compétence	N
des	de	P+D
banques	banque	N
centrales	central	A
,	,	PONCT
dicte	dicter	V
ici	ici	ADV
de_plus_en_plus	de_plus_en_plus	ADV
souvent	souvent	ADV
sa	son	D
politique	politique	N
monétaire	monétaire	A
au	à	P+D
pays	pays	N
,	,	PONCT
dès_qu'	dès_que	C
on	on	CL
lui	lui	CL
parle	parler	V
de	de	P
l'	le	D
éventualité	éventualité	N
d'	de	P
une	un	D
Italie	ITALIE	N
"	"	PONCT
déclassée	déclassé	A
"	"	PONCT
jouant	jouer	V
en	en	P
série	série	N
B	B	N
dans	dans	P
la	le	D
future	futur	A
grande	grand	A
partie	partie	N
européenne	européen	A
.	.	PONCT

Il_est_vrai_que	il_est_vrai_que	C
,	,	PONCT
si	si	C
le	le	D
passé	passé	N
peut	pouvoir	V
plaider	plaider	V
pour	pour	P
l'	le	D
avenir	avenir	N
,	,	PONCT
la	le	D
péninsule	péninsule	N
peut	pouvoir	V
se	se	CL
targuer	targuer	V
de	de	P
vivre	vivre	V
encore	encore	ADV
un_peu	un_peu	ADV
sur	sur	P
la	le	D
lancée	lancée	N
de	de	P
quelques	quelques	A
belles	beau	A
années	année	N
de	de	P
"	"	PONCT
bonne	bon	A
santé	santé	N
"	"	PONCT
,	,	PONCT
qui	qui	PRO
,	,	PONCT
entre	entre	P
1984	1984	N
et	et	C
1989	1989	N
,	,	PONCT
ont	avoir	V
trouvé	trouver	V
,	,	PONCT
entre_autres	entre_autres	ADV
,	,	PONCT
leur	son	D
vigueur	vigueur	N
dans	dans	P
une	un	D
forte	fort	A
demande	demande	N
intérieure	intérieur	A
(	)	PONCT
les	le	D
dépenses	dépense	N
de	de	P
consommation	consommation	N
des	de	P+D
ménages	ménage	N
dépassaient	dépasser	V
même	même	ADV
la	le	D
moyenne	moyenne	N
des	de	P+D
pays	pays	N
de	de	P
la	le	D
CEE	CEE	N
)	(	PONCT
et	et	C
la	le	D
compétitivité	compétitivité	N
des	de	P+D
produits	produit	N
italiens	italien	A
sur	sur	P
les	le	D
marchés	marché	N
internationaux	international	A
.	.	PONCT

Sans	sans	P
compter	compter	V
une	un	D
certaine	certain	A
souplesse	souplesse	N
et	et	C
une	un	D
imagination	imagination	N
d'	de	P
autant	autant	ADV
moins	moins	ADV
contrariée	contrarié	A
qu'	que	C
elle	il	CL
se	se	CL
nourrissait	nourrir	V
pratiquement	pratiquement	ADV
du	de	P+D
fonctionnement	fonctionnement	N
chaotique	chaotique	A
et	et	C
des	de	P+D
anémies	anémie	N
de	de	P
l'	le	D
Etat	état	N
.	.	PONCT

Ériger	ériger	V
ses	son	D
faiblesses	faiblesse	N
en	en	P
succès	succès	N
était	être	V
la	le	D
règle	règle	N
.	.	PONCT

Fusions	fusion	N
,	,	PONCT
alliances	alliance	N
,	,	PONCT
participations	participation	N
croisées	croisé	A
et	et	C
surtout	surtout	ADV
joint_-_ventures	joint-venture	N
à	à	P
l'	le	D
étranger	étranger	N
,	,	PONCT
tout	tout	PRO
était	être	V
bon	bon	A
pour	pour	P
jouer	jouer	V
à	à	P
se	se	CL
doter	doter	V
d'	de	P
une	un	D
politique	politique	N
industrielle	industriel	A
ambitieuse	ambitieux	A
,	,	PONCT
basée	baser	V
sur	sur	P
des	un	D
petites_et_moyennes_entreprises	petites_et_moyennes_entreprise	N
,	,	PONCT
dotées	doter	V
de	de	P
critères	critère	N
de	de	P
qualité	qualité	N
particulièrement	particulièrement	ADV
exigeants	exigeant	A
.	.	PONCT

Digital	Digital	ET
Equipment	Equipment	ET
formait	former	V
un	un	D
joint_-_venture	joint-venture	N
avec	avec	P
la	le	D
Comau	Comau	N
(	)	PONCT
machines_-_outils	machine-outil	N
)	(	PONCT
;	;	PONCT
Seiko	Seiko	N
et	et	C
Canon	Canon	N
s'	se	CL
alliaient	allier	V
avec	avec	P
Olivetti	Olivetti	N
,	,	PONCT
et	et	C
les	le	D
Italiens	italien	N
-	-	PONCT
outre	outre	P
Fiat	Fiat	N
,	,	PONCT
pionniers	pionnier	N
des	de	P+D
pionniers	pionnier	N
qui	qui	PRO
,	,	PONCT
il_y_a	il_y_a	P
quelques	quelque	D
semaines	semaine	N
encore	encore	ADV
,	,	PONCT
a	avoir	V
signé	signer	V
un	un	D
important	important	A
contrat	contrat	N
pour	pour	P
la	le	D
construction	construction	N
d'	de	P
une	un	D
usine	usine	N
de	de	P
voitures	voiture	N
en	en	P
Pologne	Pologne	N
-	-	PONCT
n'	ne	ADV
étaient	étayer	V
pas	pas	ADV
les	le	D
derniers	dernier	N
à	à	P
regarder	regarder	V
vers	vers	P
l'	le	D
Est	est	N
.	.	PONCT

Dans	dans	P
cette	ce	D
dynamique	dynamique	N
,	,	PONCT
l'	le	D
Etat	état	N
,	,	PONCT
en_général	en_général	ADV
décrié	décrier	V
par	par	P
les	le	D
entrepreneurs	entrepreneur	N
pour	pour	P
ses	son	D
lourdeurs	lourdeur	N
et	et	C
son	son	D
inertie	inertie	N
-	-	PONCT
au	à	P+D
point	point	N
que	que	C
souvent	souvent	ADV
les	le	D
patrons	patron	N
regroupés	regrouper	V
dans	dans	P
la	le	D
Confindustria	Confindustria	N
cherchent	chercher	V
à	à	P
créer	créer	V
un	un	D
front	front	N
d'	de	P
action	action	N
commun	commun	A
avec	avec	P
les	le	D
autres	autre	A
grandes	grand	A
fédérations	fédération	N
,	,	PONCT
la	le	D
Confagricoltura	Confagricoltura	N
ou	ou	C
la	le	D
Confartigianato	Confartigianato	N
-	-	PONCT
n'	ne	ADV
est	être	V
pas	pas	ADV
toujours	toujours	ADV
resté	rester	V
inactif	inactif	A
.	.	PONCT

ce	ce	CL
fut	être	V
le	le	D
cas	cas	N
notamment	notamment	ADV
lorsqu'	lorsque	C
il	il	CL
s'	se	CL
est	être	V
agi	agir	V
de	de	P
favoriser	favoriser	V
la	le	D
transformation	transformation	N
du	de	P+D
secteur	secteur	N
des	de	P+D
machines_-_outils	machine-outil	N
,	,	PONCT
point	point	N
fort	fort	A
encore	encore	ADV
aujourd'_hui	aujourd'hui	ADV
de	de	P
l'	le	D
industrie	industrie	N
italienne	italien	A
,	,	PONCT
où	où	PRO
une	un	D
batterie	batterie	N
de	de	P
lois	loi	N
réévaluées	réévaluer	V
en	en	P
1987	1987	N
,	,	PONCT
a	avoir	V
permis	permettre	V
,	,	PONCT
par_exemple	par_exemple	ADV
,	,	PONCT
aux	à	P+D
PME	PME	N
intéressées	intéressé	A
d'	de	P
acheter	acheter	V
en	en	P
bénéficiant	bénéficier	V
de	de	P
dégrèvements	dégrèvement	N
fiscaux	fiscal	A
appréciables	appréciable	A
,	,	PONCT
tandis_que	tandis_que	C
des	un	D
mesures	mesure	N
de	de	P
crédit	crédit	N
réduit	réduit	A
permettaient	permettre	V
d'	de	P
accorder	accorder	V
des	un	D
prêts	prêt	N
subventionnés	subventionné	A
pour	pour	P
les	le	D
extensions	extension	N
d'	de	P
entreprise	entreprise	N
.	.	PONCT

Même	même	A
"	"	PONCT
innovation	innovation	N
"	"	PONCT
,	,	PONCT
si	si	C
l'on	on	CL
peut	pouvoir	V
dire	dire	V
,	,	PONCT
pour	pour	P
rendre	rendre	V
créatif	créatif	A
un	un	D
énorme	énorme	A
problème	problème	N
comme	comme	P
le	le	D
travail	travail	N
